0;-100;0;-200;0;0;-20;0;40;300
-100;100;-100;-200;1;50;150;0;100;-100
-50;300;-100;500;1;20;-40;-20;-20;100
100;50;100;-100;-2;-40;-20;0;40;300
50;-100;0;-100;-1;40;60;40;60;-300
25;200;50;500;4;40;20;80;160;300
100;350;0;300;-1;60;100;20;40;200
-50;100;0;100;1;-40;-160;-40;40;100
-33;-34;0;200;-1;40;80;0;40;-300
133;366;200;400;-1;60;160;75;150;100
-133;-466;-100;-500;1;20;-120;0;-140;-200
0;167;-100;100;-1;20;-80;60;20;100
-33;-34;-200;-200;0;20;-100;20;20;400
-33;0;100;-100;2;-60;-60;0;-40;-200
-66;-100;-200;-100;0;0;40;0;80;100
75;150;100;150;0;-40;0;0;20;200
25;-200;50;0;1;-40;-80;-20;-40;0
25;215;0;316;3;-20;-220;-40;-180;100
-5;100;50;216;-4;80;120;60;-20;200
-25;-200;-50;-250;2;40;-100;80;80;-100
0;75;50;50;0;-20;-120;-50;-75;200
40;240;67;400;5;-20;-40;40;-20;300
80;100;200;300;0;80;120;100;160;400
-20;-40;-50;150;0;0;20;0;60;200
-120;-420;-100;-450;1;-20;-20;0;0;0
0;-160;50;-150;1;0;-60;20;0;200
40;-80;0;-16;-1;-20;0;20;100;200
-20;-100;25;150;-1;20;40;-20;-20;100
-20;0;0;-50;0;-60;-60;-20;60;-200
0;-20;-67;-34;0;25;75;50;0;0
-40;-200;-34;-100;-1;0;-220;20;-140;-300
40;60;66;100;0;60;20;40;60;-200
0;40;0;25;0;-20;-20;40;60;-200
-20;80;8;50;1;20;0;0;-20;-300
40;240;133;341;1;0;-60;20;-20;0
0;60;-66;17;1;-20;-80;60;20;-100
-20;120;-33;300;-1;-40;-80;0;0;0
20;20;75;50;0;0;-80;20;120;200
-60;-140;0;-199;0;-40;-80;40;80;100
0;-60;-17;150;0;80;140;60;40;300
-40;60;-66;-100;0;60;20;40;20;0
0;-80;-33;-166;1;-100;0;-100;0;200
60;120;0;233;-1;40;60;80;180;-300
80;220;67;160;-3;80;60;0;-100;400
40;140;113;240;-4;60;100;100;150;0
40;-60;25;-25;2;20;-120;20;-80;-200
0;0;-40;60;2;40;-100;20;-20;0
40;-40;25;75;-1;60;200;100;220;100
-80;-460;-75;-400;2;0;-500;0;-320;-100
20;-60;60;165;0;0;0;0;60;200
-80;-80;-53;273;0;20;-20;0;-40;-400
20;60;50;175;-1;20;40;40;120;-100
0;20;-90;25;0;40;140;40;140;-100
-60;40;0;60;-2;60;140;60;160;100
60;200;50;365;-3;80;200;0;100;400
60;120;25;-60;0;20;80;60;100;-100
40;80;40;-20;0;0;60;-20;0;-200
0;-20;0;5;-1;-75;-50;-100;0;-100
0;100;100;300;0;40;120;25;125;400
-40;100;-35;-70;-5;60;60;80;140;200
-80;-380;-105;-160;0;0;-280;0;-100;0
-40;-60;-30;-80;-1;0;-100;20;-40;0
0;-40;30;110;1;0;-80;20;0;-300
20;-60;0;80;0;20;80;20;-60;0
20;-120;-20;-220;1;20;-200;40;-160;-200
100;40;60;220;0;40;80;80;140;100
0;-20;-5;80;0;40;-80;60;100;-100
20;40;20;-20;-1;20;120;-40;-20;-200
0;20;-20;200;-5;20;20;40;80;-100
20;140;100;440;-4;100;160;100;220;400
0;80;-60;-80;0;20;-20;0;-40;0
-80;-200;20;120;4;-20;-80;-40;20;200
20;140;0;260;0;20;60;0;80;100
-60;-60;-20;-100;0;60;60;50;150;-100
-100;-160;-60;-60;1;40;60;0;0;200
-80;100;-20;120;0;80;140;80;120;100
60;100;80;80;2;0;-180;50;-50;-400
-20;-60;-40;0;0;20;-40;60;-40;-200
0;0;-20;20;0;-20;-80;20;100;0
20;20;0;80;2;100;220;20;120;600
-40;-300;0;-80;-1;-40;-240;0;-120;-200
120;100;60;100;0;20;-60;20;-80;100
-20;40;0;-100;1;-100;0;-100;0;200
0;280;80;400;-3;100;220;100;240;200
-60;-200;-100;-220;4;-20;-80;40;0;0
0;60;60;0;0;0;20;20;120;100
40;-160;-20;-160;0;60;20;100;140;-200
40;260;60;280;0;60;160;-60;100;300
0;60;-40;100;-3;20;-20;60;60;0
-60;-160;-40;0;5;-20;-20;25;50;0
-80;-120;0;-20;-1;60;40;80;120;200
40;60;0;20;0;60;20;20;-20;-200
-20;-40;-40;60;2;20;60;25;125;-100
80;-20;100;80;2;-20;-100;-20;-20;100
-120;-260;-20;20;0;0;-60;-20;-20;200
-60;-80;40;260;0;0;20;20;-60;-100
-20;-60;0;20;-1;-20;-80;40;140;0
20;280;40;40;1;0;0;60;140;0
-120;-20;-100;0;0;80;120;60;180;100
40;-180;-20;-140;-1;-20;-60;80;100;0
20;140;40;160;-4;20;120;0;40;0
-80;-40;-40;-100;-1;0;0;-20;-40;500
20;100;-60;-80;0;-40;-100;-75;-25;100
120;180;60;300;0;80;160;80;200;300
40;-40;40;-20;-1;40;160;80;200;100
-120;-120;-120;-20;2;0;-200;20;-140;100
0;0;-60;-60;-2;0;100;20;140;100
-60;-200;20;0;0;0;-340;40;-160;-100
-40;-60;-20;-20;1;20;-100;0;-25;-100
