60;0;80;60;0;20;20;75;125;-100
60;-80;20;-20;0;-40;-60;0;20;0
60;260;40;340;0;25;75;100;200;0
-40;-140;80;60;0;60;160;20;140;100
-60;-220;-40;-80;0;50;-50;100;100;-200
60;140;40;240;0;-40;-20;0;60;-100
-20;-80;20;60;-1;20;0;20;40;200
-20;-180;0;-120;2;40;-100;-40;-20;-300
0;-120;-20;-80;2;0;-275;0;-250;200
-60;-20;40;100;0;-20;-40;0;-40;-100
-80;20;40;220;0;40;80;0;40;100
20;-60;-40;-120;3;-40;-120;0;0;-100
0;20;100;160;1;-20;-120;-60;-100;0
60;140;-40;60;-2;50;50;0;-100;100
-20;-100;20;160;0;-40;-160;20;-60;0
-40;-180;40;-60;1;0;-240;0;-166;-200
20;40;100;120;1;0;160;0;160;0
-80;-60;0;200;-1;75;175;100;300;100
40;40;0;180;0;0;-20;40;40;100
40;20;0;120;2;-50;-50;0;-100;0
20;30;40;100;0;-20;-200;-25;-100;-100
-20;-110;-120;-220;0;20;-40;50;25;0
20;260;40;100;-3;20;40;80;100;200
-20;-120;40;40;1;20;-20;0;-140;-100
-33;-132;-50;-150;1;100;175;100;150;0
-33;113;-80;140;-1;100;100;100;100;-100
20;0;20;-120;0;20;-20;40;-40;-400
0;-100;0;-160;1;0;50;-100;0;100
0;60;20;120;0;-20;-100;20;160;100
-40;-60;20;140;0;0;20;60;80;300
0;-80;20;0;0;0;-140;-20;-100;0
-60;-20;20;180;0;20;0;0;60;-300
20;60;20;80;-1;0;20;-20;-40;-100
25;10;110;-40;4;-20;-160;0;-200;-300
20;50;20;440;-5;0;50;-100;0;300
100;300;60;220;-5;100;400;100;400;400
-40;80;-40;-80;0;-20;-60;-20;-60;200
85;160;20;50;-3;20;100;20;80;200
-100;-140;-80;-40;0;0;-160;0;-100;200
0;40;-20;220;1;80;80;25;75;100
0;60;20;200;0;60;80;33;66;300
40;180;20;-60;-2;60;180;100;200;100
20;-40;60;120;0;0;20;60;140;300
-60;-260;-40;0;1;-50;-50;-100;0;100
20;80;20;80;0;-20;-20;0;175;400
-60;-140;-50;-130;1;-20;-80;0;20;-100
-40;-240;20;-160;-1;40;0;-20;0;0
-40;-160;0;120;-1;0;0;-66;-100;-100
-100;-300;-40;-140;-1;-20;-100;-20;-40;-200
-20;40;80;80;0;-20;-220;-60;-40;300
40;-80;40;-20;1;20;0;60;60;-300
40;40;20;200;0;-20;-20;0;20;0
-60;-240;-20;-40;0;20;-80;0;40;-100
0;-120;80;-20;0;-40;20;-40;0;0
20;40;40;160;-3;-100;0;-100;0;0
20;-100;40;-87;-2;60;140;100;160;0
-20;-120;53;-40;1;-20;-140;-25;-150;-200
80;280;60;300;0;20;20;100;180;0
40;0;0;80;-2;0;20;40;0;0
20;-100;-40;-220;1;40;-80;40;-80;200
-40;-220;45;-25;2;-25;-150;-50;-50;-100
-20;-60;0;140;1;40;140;40;60;300
-120;-60;-60;-80;1;-40;-40;-40;-120;0
0;-60;40;-80;-1;-40;-100;-40;20;200
20;160;20;6;0;0;-250;0;-400;500
0;60;60;280;-1;20;80;20;100;0
80;280;40;220;-2;0;0;0;-60;100
40;280;-20;120;0;20;-20;20;-40;-100
-60;-80;-33;14;0;25;75;0;150;-100
0;160;20;420;1;50;50;100;200;200
40;160;-40;160;1;20;-80;0;-40;0
20;-20;20;-20;3;0;-350;0;-400;0
120;360;125;285;-4;-40;20;20;220;0
